REGION,REGION_CODE,HOSPITAL,DATE,DEATHS,DOWNLOAD_DATE
London,RT3,ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,NN101,Royal Hospital for Neuro-Disability – West Hill,2020-07-12 00:00:00,0.0,2020-07-24
London,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,RV5,SOUTH LONDON AND MAUDSLEY NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,E8770,The London Clinic - 20 Devonshire Place,2020-07-12 00:00:00,0.0,2020-07-24
London,RPY,THE ROYAL MARSDEN NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,RKL,WEST LONDON NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
London,RKE,WHITTINGTON HEALTH NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RYW,BIRMINGHAM COMMUNITY HEALTHCARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RXM,DERBYSHIRE HEALTHCARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RT5,LEICESTERSHIRE PARTNERSHIP NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RP7,LINCOLNSHIRE PARTNERSHIP NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RRE,MIDLANDS PARTNERSHIP NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RLY,NORTH STAFFORDSHIRE COMBINED HEALTHCARE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RP1,NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,2020-07-12 00:00:00,2.0,2020-07-24
Midlands,RHA,NOTTINGHAMSHIRE HEALTHCARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,NVC40,Ramsay Health UK - Nottingham Woodthorpe,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RXW,SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,2020-07-12 00:00:00,1.0,2020-07-24
Midlands,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RRJ,THE ROYAL ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,2020-07-12 00:00:00,2.0,2020-07-24
Midlands,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RBK,WALSALL HEALTHCARE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,R1A,WORCESTERSHIRE HEALTH AND CARE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
Midlands,RLQ,WYE VALLEY NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RCF,AIREDALE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,TAD,BRADFORD DISTRICT CARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,1.0,2020-07-24
North East and Yorkshire,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,2020-07-12 00:00:00,1.0,2020-07-24
North East and Yorkshire,NNF94,CITY HEALTH CARE PARTNERSHIP CIC - EAST RIDING COMMUNITY HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RX4,"CUMBRIA, NORTHUMBERLAND, TYNE AND WEAR NHS FOUNDATION TRUST",2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RGD,LEEDS AND YORK PARTNERSHIP NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,2020-07-12 00:00:00,1.0,2020-07-24
North East and Yorkshire,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,1.0,2020-07-24
North East and Yorkshire,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RXE,ROTHERHAM DONCASTER AND SOUTH HUMBER NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,TAH,Sheffield Health and Social Care NHS Foundation Trust,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RX3,"TEES, ESK AND WEAR VALLEYS NHS FOUNDATION TRUST",2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North East and Yorkshire,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RMC,BOLTON NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RXA,CHESHIRE AND WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RJN,EAST CHESHIRE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RXV,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RW4,MERSEY CARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,R0A90,NHS NIGHTINGALE HOSPITAL NORTH WEST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RTV,NORTH WEST BOROUGHS HEALTHCARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RT2,PENNINE CARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RWJ,STOCKPORT NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RBV,THE CHRISTIE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
North West,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",2020-07-12 00:00:00,0.0,2020-07-24
South East,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RWX,BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,NT455,BMI Healthcare - Mount Alvernia,2020-07-12 00:00:00,0.0,2020-07-24
South East,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,2020-07-12 00:00:00,1.0,2020-07-24
South East,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,NTV0S,Central Surrey Health - WALTON COMMUNITY HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South East,NTV0O,Central Surrey Health - WOKING COMMUNITY HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South East,RN7,DARTFORD AND GRAVESHAM NHS TRUST,2020-07-12 00:00:00,1.0,2020-07-24
South East,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,2020-07-12 00:00:00,2.0,2020-07-24
South East,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,R1F,ISLE OF WIGHT NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RXY,KENT AND MEDWAY NHS AND SOCIAL CARE PARTNERSHIP TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RPA,MEDWAY NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,NT241,Nuffield Health - Woking,2020-07-12 00:00:00,0.0,2020-07-24
South East,8CM63,Oldercare (Haslemere) Limited - ST MAGNUS HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South East,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RHU,PORTSMOUTH HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,R1C,SOLENT NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RDR,SUSSEX COMMUNITY NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South East,NDAJ0,VIRGIN CARE SERVICES LTD - LIVINGSTONE COMMUNITY HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South East,NDAJ1,VIRGIN CARE SERVICES LTD - SHEPPEY COMMUNITY HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South East,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,NMJ,Cygnet Health Care Limited,2020-07-12 00:00:00,0.0,2020-07-24
South West,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,NR527,LIVEWELL SOUTHWEST - MOUNT GOULD HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South West,RVJ,NORTH BRISTOL NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RNZ,SALISBURY NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RBA,SOMERSET NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RBA,TAUNTON AND SOMERSET NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RA7,UNIVERSITY HOSPITALS BRISTOL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,NQT5H,VIRGIN CARE LTD - PAULTON MEMORIAL HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South West,NQT5K,VIRGIN CARE LTD - ST MARTINS HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South West,RA3,WESTON AREA HEALTH NHS TRUST,2020-07-12 00:00:00,0.0,2020-07-24
South West,AXG01,WILTSHIRE HEALTH & CARE - CHIPPENHAM COMMUNITY HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South West,AXG02,WILTSHIRE HEALTH & CARE - SAVERNAKE COMMUNITY HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South West,AXG03,WILTSHIRE HEALTH & CARE - WARMINSTER COMMUNITY HOSPITAL,2020-07-12 00:00:00,0.0,2020-07-24
South West,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,2020-07-12 00:00:00,0.0,2020-07-24
East Of England,NQ108,ANGLIAN COMMUNITY ENTERPRISE CIC - CLACTON HOSPITAL,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,NQ106,ANGLIAN COMMUNITY ENTERPRISE CIC - FRYATT HOSPITAL,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2020-07-13 00:00:00,1.0,2020-07-24
East Of England,RC1,BEDFORD HOSPITAL NHS TRUST,2020-07-13 00:00:00,3.0,2020-07-24
East Of England,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2020-07-13 00:00:00,1.0,2020-07-24
East Of England,NAX03,EAST COAST COMMUNITY HEALTHCARE - BECCLES HOSPITAL,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,DE8,Elysium Healthcare Limited,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,R1L,ESSEX PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RWR,HERTFORDSHIRE PARTNERSHIP UNIVERSITY NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RQ8,MID ESSEX HOSPITAL SERVICES NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RMY,NORFOLK AND SUFFOLK NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,2020-07-13 00:00:00,1.0,2020-07-24
East Of England,NQA20,PROVIDE - BRAINTREE COMMUNITY HOSPITAL,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,NQA64,PROVIDE - HALSTEAD HOSPITAL,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,NQA31,PROVIDE - ST PETERS HOSPITAL,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RAJ,SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",2020-07-13 00:00:00,0.0,2020-07-24
East Of England,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,2020-07-13 00:00:00,1.0,2020-07-24
East Of England,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",2020-07-13 00:00:00,1.0,2020-07-24
London,R1H,BARTS HEALTH NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RV3,CENTRAL AND NORTH WEST LONDON NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RJ6,CROYDON HEALTH SERVICES NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RWK,EAST LONDON NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,NW605,HCA UK - London Bridge,2020-07-13 00:00:00,0.0,2020-07-24
London,NW603,HCA UK - The Lister,2020-07-13 00:00:00,0.0,2020-07-24
London,NW601,HCA UK - The Princess Grace,2020-07-13 00:00:00,0.0,2020-07-24
London,NW602,HCA UK - The Wellington Hospital North Building,2020-07-13 00:00:00,0.0,2020-07-24
London,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,NMM01,Hospital of St John & St Elizabeth - Hospital of St John & St Elizabeth,2020-07-13 00:00:00,0.0,2020-07-24
London,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RJ2,LEWISHAM AND GREENWICH NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,R1H0A,NHS NIGHTINGALE HOSPITAL LONDON,2020-07-13 00:00:00,0.0,2020-07-24
London,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,2020-07-13 00:00:00,0.0,2020-07-24
London,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,2020-07-13 00:00:00,0.0,2020-07-24
